FRDocumentCore : Validation Results
=========================================

err = 1275, warn = 349, info = 861
$--
Generated $--. FHIR version $-- for ans.fr.document-core#$-- (canonical = https://interop.esante.gouv.fr/ig/document-core)
 Build Errors : 275 / 3 / 0
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRAdvanceDirectiveLMCDAFHIR : 11 / 4 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRMedicationRequestLMCDAFHIR : 110 / 4 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRMedicationStatementLMCDAFHIR : 50 / 6 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRObservationAssessmentLMCDAFHIR : 6 / 4 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRObservationLMCDAFHIR : 8 / 6 / 4
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRObservationMicroorganismDetectionLMCDAFHIR : 9 / 6 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRObservationMultiresistantMicroorganismsIdentificationLMCDAFHIR : 9 / 6 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRObservationPregnancyLMCDAFHIR : 23 / 4 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRObservationResultLMCDAFHIR : 18 / 4 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRObservationSocialHistoryLMCDAFHIR : 6 / 4 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRObservationVitalSignsLMCDAFHIR : 8 / 4 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FROrderLMCDAFHIR : 6 / 2 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FROrganisationLMCDAFHIR : 5 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRParticipantCorpsLMCDAFHIR : 14 / 4 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRParticipantHeaderLMCDAFHIR : 9 / 2 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRPatientLMCDAFHIR : 53 / 2 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRPregnancyHistoryLMCDAFHIR : 18 / 2 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRProcedureLMCDAFHIR : 13 / 4 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRRelatedPersonLMCDAFHIR : 13 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionAddendumLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionAdvanceDirectivesLMCDAFHIR : 7 / 4 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionAlertsLMCDAFHIR : 5 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionAllergiesAndIntolerancesLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionAttachmentsLMCDAFHIR : 10 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionCarePlansLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionComparisonStudyLMCDAFHIR : 4 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionConclusionLMCDAFHIR : 5 / 4 / 8
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionDicomStudyMetadataLMCDAFHIR : 6 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionExaminationReportLMCDAFHIR : 15 / 6 / 12
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionExposureInformationLMCDAFHIR : 16 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionFamilyMedicalHistoryLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionFunctionalStatusLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionHazardousWorkingConditionsLMCDAFHIR : 4 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionHospitalDischargeMedicationsLMCDAFHIR : 7 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionImmunisationsLMCDAFHIR : 6 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionLaboratoryChapterLMCDAFHIR : 6 / 6 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionLaboratorySecondIntentionResultsLMCDAFHIR : 10 / 5 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionLaboratorySubChapterLMCDAFHIR : 7 / 5 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionMedicalDevicePrescriptionsLMCDAFHIR : 13 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionMedicalDevicesAndImplantsLMCDAFHIR : 5 / 4 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionMedicalHistoryLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionMedicationDispenseLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionMedicationRequestLMCDAFHIR : 13 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionMedicationSummaryLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionNoteLMCDAFHIR : 4 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionOrderInformationLMCDAFHIR : 5 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionPatientEducationLMCDAFHIR : 13 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionPredictableAdverseDrugReactionLMCDAFHIR : 9 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionPregnancyHistoryLMCDAFHIR : 13 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionPresentedFormLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionProblemsLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionProceduresLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionQRCodeLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionReasonForReferralLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionResultsLMCDAFHIR : 10 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionSocialHistoryLMCDAFHIR : 8 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionSupportingInformationLMCDAFHIR : 21 / 4 / 8
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSectionVitalSignsLMCDAFHIR : 7 / 3 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRServiceRequestLMCDAFHIR : 15 / 4 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ConceptMap-FRSpecimenLMCDAFHIR : 23 / 4 / 6
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/ImplementationGuide-ans.fr.document-core : 0 / 2 / 2
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMAddendum : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMAdmissionEvaluation : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMAdvanceDirective : 0 / 0 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMAdvanceDirectives : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMAdverseDrugReaction : 0 / 0 / 11
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMAlert : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMAlerts : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMAllergiesAndIntolerances : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMAllergyIntolerance : 0 / 2 / 26
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMAttachment : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMAttachments : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMAttester : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMBatterieExamensBiologieMedicale : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMBodyStructure : 0 / 0 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMCarePlan : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMCarePlans : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMComparisonStudy : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMConclusion : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMCondition : 0 / 0 / 16
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMConsent : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMCorpsDocument : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMCourseOfEncounter : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMDICOMMedicationAdministration : 0 / 0 / 8
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMDataEnterer : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMDevice : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMDeviceUse : 0 / 2 / 10
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMDicomStudyMetadata : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMDosageInstructions : 0 / 0 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMDoseNumber : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMEncounter : 0 / 0 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMEncounterInformation : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMEndpoint : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMEntry : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMExaminationReport : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMExposureInformation : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMFamilyMedicalHistory : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMFamilyMemberHistory : 0 / 2 / 12
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMFunctionalStatus : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMHazardousWorkingConditions : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMHeaderDocument : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMHealthProfessional : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMHistoryOfPastIllness : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMHospitalDischargeMedications : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMHumanName : 0 / 0 / 9
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMImagingStudy : 0 / 0 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMImmunisation : 0 / 0 / 8
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMImmunisations : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMInformant : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMIntendedRecipient : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMIsolatMicrobiologique : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMLaboratoireExecutant : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMLaboratoryObservation : 1 / 1 / 8
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMLegalAuthentication : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMLocation : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMMedicalDevicePrescriptions : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMMedicalDevicesAndImplants : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMMedication : 0 / 0 / 7
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMMedicationAdministration : 0 / 3 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMMedicationDispensations : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMMedicationDispense : 0 / 0 / 8
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMMedicationPrescription : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMMedicationSummary : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMMedicationUse : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMMicroOrganismSearch : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMMultidrugResistantMicroorganismIdentification : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMNote : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMObservation : 1 / 2 / 9
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMObservationAssessment : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMObservationMedia : 0 / 0 / 7
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMObservationResults : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMObservationSocialHistory : 0 / 0 / 5
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMObservationVitalSign : 0 / 0 / 7
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMOrder : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMOrderInformation : 0 / 0 / 3
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMOrganisation : 0 / 0 / 7
 /__w/interop-IG-metier-document-core/interop-IG-metier-document-core/igSource/fsh-generated/resources/StructureDefinition-FRLMParticipant : 0 / 0 / 7
